record_id,market_id,market_name,state,district,commodity,standard_commodity,variety,min_price,modal_price,max_price,standard_unit,date,source
AGM00023,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2100,2602,Quintal,2026-07-23,AGMARKNET-attributed observed market data
AGM00024,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2100,2601,Quintal,2026-07-24,AGMARKNET-attributed observed market data
AGM00025,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2100,2600,Quintal,2026-07-27,AGMARKNET-attributed observed market data
AGM00026,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2110,2600,Quintal,2026-07-28,AGMARKNET-attributed observed market data
AGM00027,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2000,2570,Quintal,2026-07-29,AGMARKNET-attributed observed market data
AGM00028,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2151,2470,Quintal,2026-07-30,AGMARKNET-attributed observed market data
AGM00029,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2100,2471,Quintal,2026-07-31,AGMARKNET-attributed observed market data
AGM00030,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2399,Quintal,2026-08-01,AGMARKNET-attributed observed market data
AGM00031,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2200,2651,Quintal,2026-08-04,AGMARKNET-attributed observed market data
AGM00032,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2251,2800,Quintal,2026-08-06,AGMARKNET-attributed observed market data
AGM00033,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2200,2711,Quintal,2026-08-07,AGMARKNET-attributed observed market data
AGM00034,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2180,2751,Quintal,2026-08-08,AGMARKNET-attributed observed market data
AGM00035,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,800,2375,2805,Quintal,2026-08-10,AGMARKNET-attributed observed market data
AGM00036,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,800,2685,3001,Quintal,2026-08-12,AGMARKNET-attributed observed market data
AGM00037,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,800,2825,3160,Quintal,2026-08-13,AGMARKNET-attributed observed market data
AGM00038,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,800,2870,3202,Quintal,2026-08-14,AGMARKNET-attributed observed market data
AGM00039,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3360,3641,Quintal,2026-08-17,AGMARKNET-attributed observed market data
AGM00040,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3700,4051,Quintal,2026-08-18,AGMARKNET-attributed observed market data
AGM00041,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3600,4000,Quintal,2026-08-19,AGMARKNET-attributed observed market data
AGM00042,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,900,3551,4101,Quintal,2026-08-20,AGMARKNET-attributed observed market data
AGM00043,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3700,4321,Quintal,2026-08-21,AGMARKNET-attributed observed market data
AGM00044,M001,Lasalgaon APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3951,4280,Quintal,2026-08-22,AGMARKNET-attributed observed market data
AGM00045,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2250,2570,Quintal,2026-07-07,AGMARKNET-attributed observed market data
AGM00046,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2250,2792,Quintal,2026-07-08,AGMARKNET-attributed observed market data
AGM00047,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2200,2621,Quintal,2026-07-09,AGMARKNET-attributed observed market data
AGM00048,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2150,2801,Quintal,2026-07-10,AGMARKNET-attributed observed market data
AGM00049,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2150,2801,Quintal,2026-07-11,AGMARKNET-attributed observed market data
AGM00050,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2150,2500,Quintal,2026-07-13,AGMARKNET-attributed observed market data
AGM00051,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2200,2751,Quintal,2026-07-14,AGMARKNET-attributed observed market data
AGM00052,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2150,2516,Quintal,2026-07-15,AGMARKNET-attributed observed market data
AGM00053,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2200,2600,Quintal,2026-07-16,AGMARKNET-attributed observed market data
AGM00054,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2200,2800,Quintal,2026-07-17,AGMARKNET-attributed observed market data
AGM00055,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2150,2540,Quintal,2026-07-18,AGMARKNET-attributed observed market data
AGM00056,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2100,2500,Quintal,2026-07-20,AGMARKNET-attributed observed market data
AGM00057,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2025,2501,Quintal,2026-07-21,AGMARKNET-attributed observed market data
AGM00058,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2000,2520,Quintal,2026-07-22,AGMARKNET-attributed observed market data
AGM00059,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2050,2525,Quintal,2026-07-23,AGMARKNET-attributed observed market data
AGM00060,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2050,2370,Quintal,2026-07-24,AGMARKNET-attributed observed market data
AGM00061,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2100,2355,Quintal,2026-07-27,AGMARKNET-attributed observed market data
AGM00062,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2050,2325,Quintal,2026-07-28,AGMARKNET-attributed observed market data
AGM00063,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2000,2303,Quintal,2026-07-29,AGMARKNET-attributed observed market data
AGM00064,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2400,Quintal,2026-07-30,AGMARKNET-attributed observed market data
AGM00065,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2560,Quintal,2026-07-31,AGMARKNET-attributed observed market data
AGM00066,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2100,2501,Quintal,2026-08-03,AGMARKNET-attributed observed market data
AGM00067,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2150,2505,Quintal,2026-08-04,AGMARKNET-attributed observed market data
AGM00068,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2125,2552,Quintal,2026-08-05,AGMARKNET-attributed observed market data
AGM00069,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2200,2690,Quintal,2026-08-06,AGMARKNET-attributed observed market data
AGM00070,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2150,2525,Quintal,2026-08-07,AGMARKNET-attributed observed market data
AGM00071,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2200,2700,Quintal,2026-08-08,AGMARKNET-attributed observed market data
AGM00072,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2300,2752,Quintal,2026-08-10,AGMARKNET-attributed observed market data
AGM00073,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,700,2475,2681,Quintal,2026-08-11,AGMARKNET-attributed observed market data
AGM00074,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,900,2575,2953,Quintal,2026-08-12,AGMARKNET-attributed observed market data
AGM00075,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,2775,3200,Quintal,2026-08-13,AGMARKNET-attributed observed market data
AGM00076,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,2900,3251,Quintal,2026-08-14,AGMARKNET-attributed observed market data
AGM00077,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3250,3521,Quintal,2026-08-17,AGMARKNET-attributed observed market data
AGM00078,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1200,3700,4116,Quintal,2026-08-18,AGMARKNET-attributed observed market data
AGM00079,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3600,4001,Quintal,2026-08-19,AGMARKNET-attributed observed market data
AGM00080,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3450,3952,Quintal,2026-08-20,AGMARKNET-attributed observed market data
AGM00081,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3600,4101,Quintal,2026-08-21,AGMARKNET-attributed observed market data
AGM00082,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1000,3700,4020,Quintal,2026-08-22,AGMARKNET-attributed observed market data
AGM00083,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1200,4300,4712,Quintal,2026-08-24,AGMARKNET-attributed observed market data
AGM00084,,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,1200,4000,4552,Quintal,2026-08-25,AGMARKNET-attributed observed market data
