state,district,market,commodity,variety,arrivals_quantity,unit,date,source,arrivals_7d_avg,arrival_trend
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2222.22,Quintal,2026-07-15,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2242.7,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2090.59,Quintal,2026-07-16,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2230.79,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2181.82,Quintal,2026-07-17,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2225.02,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2222.22,Quintal,2026-07-18,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2206.48,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2264.15,Quintal,2026-07-20,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2206.6,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2352.02,Quintal,2026-07-21,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2225.14,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2352.94,Quintal,2026-07-22,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2240.85,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2307.69,Quintal,2026-07-23,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2253.06,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2307.69,Quintal,2026-07-24,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2284.08,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2307.69,Quintal,2026-07-27,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2302.06,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2298.85,Quintal,2026-07-28,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2313.0,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2400.0,Quintal,2026-07-29,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2332.41,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2263.3,Quintal,2026-07-30,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2319.74,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2307.69,Quintal,2026-07-31,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2313.27,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2352.94,Quintal,2026-08-01,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2319.74,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2222.22,Quintal,2026-08-04,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2307.53,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2181.03,Quintal,2026-08-06,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2289.43,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2222.22,Quintal,2026-08-07,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2278.49,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2238.81,Quintal,2026-08-08,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2255.46,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,2086.96,Quintal,2026-08-10,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2230.27,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1883.83,Quintal,2026-08-12,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2169.72,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1804.51,Quintal,2026-08-13,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2091.37,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1780.42,Quintal,2026-08-14,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2028.25,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1554.4,Quintal,2026-08-17,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1938.74,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1428.57,Quintal,2026-08-18,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1825.36,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1463.41,Quintal,2026-08-19,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1714.59,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1481.12,Quintal,2026-08-20,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1628.04,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1428.57,Quintal,2026-08-21,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1563.0,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon APMC,Onion,Unhali,1348.01,Quintal,2026-08-22,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1497.79,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2181.82,Quintal,2026-07-07,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2181.82,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2181.82,Quintal,2026-07-08,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2181.82,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2222.22,Quintal,2026-07-09,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2195.29,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2264.15,Quintal,2026-07-10,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2212.5,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2264.15,Quintal,2026-07-11,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2222.83,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2264.15,Quintal,2026-07-13,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2229.72,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2222.22,Quintal,2026-07-14,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2228.65,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2264.15,Quintal,2026-07-15,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2240.41,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2222.22,Quintal,2026-07-16,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2246.18,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2222.22,Quintal,2026-07-17,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2246.18,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2264.15,Quintal,2026-07-18,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2246.18,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2307.69,Quintal,2026-07-20,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2252.4,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2376.24,Quintal,2026-07-21,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2268.41,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2400.0,Quintal,2026-07-22,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2293.81,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2352.94,Quintal,2026-07-23,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2306.49,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2352.94,Quintal,2026-07-24,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2325.17,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2307.69,Quintal,2026-07-27,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2337.38,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2352.94,Quintal,2026-07-28,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2350.06,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2400.0,Quintal,2026-07-29,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2363.25,ABOVE_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2352.94,Quintal,2026-07-30,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2359.92,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2352.94,Quintal,2026-07-31,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2353.2,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2307.69,Quintal,2026-08-03,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2346.73,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2264.15,Quintal,2026-08-04,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2334.05,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2285.71,Quintal,2026-08-05,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2330.91,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2222.22,Quintal,2026-08-06,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2312.24,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2264.15,Quintal,2026-08-07,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2292.83,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2222.22,Quintal,2026-08-08,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2274.15,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2142.86,Quintal,2026-08-10,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2244.14,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,2016.81,Quintal,2026-08-11,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2202.59,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1951.22,Quintal,2026-08-12,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2157.88,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1832.06,Quintal,2026-08-13,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2093.08,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1764.71,Quintal,2026-08-14,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,2027.72,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1600.0,Quintal,2026-08-17,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1932.84,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1428.57,Quintal,2026-08-18,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1819.46,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1463.41,Quintal,2026-08-19,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1722.4,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1518.99,Quintal,2026-08-20,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1651.28,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1463.41,Quintal,2026-08-21,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1581.59,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1428.57,Quintal,2026-08-22,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1523.95,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1250.0,Quintal,2026-08-24,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1450.42,BELOW_7D_AVG
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,Unhali,1333.33,Quintal,2026-08-25,DERIVED_PROXY_FROM_PRICE_NOT_OFFICIAL_ARRIVALS,1412.33,BELOW_7D_AVG
