record_id,market_id,market_name,state,district,commodity,standard_commodity,variety,min_price,modal_price,max_price,standard_unit,date,source
AGM00055,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-11,AGMARKNET-attributed observed market data
AGM00056,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-12,AGMARKNET-attributed observed market data
AGM00057,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-13,AGMARKNET-attributed observed market data
AGM00058,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-14,AGMARKNET-attributed observed market data
AGM00059,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-15,AGMARKNET-attributed observed market data
AGM00060,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-16,AGMARKNET-attributed observed market data
AGM00061,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-17,AGMARKNET-attributed observed market data
AGM00062,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-18,AGMARKNET-attributed observed market data
AGM00063,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-19,AGMARKNET-attributed observed market data
AGM00064,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-20,AGMARKNET-attributed observed market data
AGM00065,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-21,AGMARKNET-attributed observed market data
AGM00066,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-22,AGMARKNET-attributed observed market data
AGM00067,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-23,AGMARKNET-attributed observed market data
AGM00068,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-24,AGMARKNET-attributed observed market data
AGM00069,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-25,AGMARKNET-attributed observed market data
AGM00070,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-26,AGMARKNET-attributed observed market data
AGM00071,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-27,AGMARKNET-attributed observed market data
AGM00072,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-28,AGMARKNET-attributed observed market data
AGM00073,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-29,AGMARKNET-attributed observed market data
AGM00074,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-30,AGMARKNET-attributed observed market data
AGM00075,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-07-31,AGMARKNET-attributed observed market data
AGM00076,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-01,AGMARKNET-attributed observed market data
AGM00077,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-02,AGMARKNET-attributed observed market data
AGM00078,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-03,AGMARKNET-attributed observed market data
AGM00079,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-04,AGMARKNET-attributed observed market data
AGM00080,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-05,AGMARKNET-attributed observed market data
AGM00081,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-06,AGMARKNET-attributed observed market data
AGM00082,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-07,AGMARKNET-attributed observed market data
AGM00083,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-08,AGMARKNET-attributed observed market data
AGM00084,M004,Lasalgaon(Vinchur) APMC,Maharashtra,Nashik,Onion,Onion,Unhali,600,2050,2500,Quintal,2026-08-09,AGMARKNET-attributed observed market data
